Java HotSpot(TM) 64-Bit Server VM (25.251-b08) for bsd-amd64 JRE (1.8.0_251-b08), built on Mar 12 2020 02:36:37 by "java_re" with gcc 4.2.1 (Based on Apple Inc. build 5658) (LLVM build 2336.11.00)
Memory: 4k page, physical 33554432k(906212k free)

/proc/meminfo:

CommandLine flags: -XX:InitialHeapSize=536870912 -XX:MaxHeapSize=536870912 -XX:+PrintGC -XX:+PrintGCDateStamps -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:+UseSerialGC 
2020-10-27T22:13:07.307-0800: 0.636: [GC (Allocation Failure) 2020-10-27T22:13:07.307-0800: 0.636: [DefNew: 139776K->7076K(157248K), 0.0118367 secs] 139776K->7076K(506816K), 0.0119409 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2020-10-27T22:14:23.642-0800: 76.970: [GC (Allocation Failure) 2020-10-27T22:14:23.642-0800: 76.970: [DefNew: 139852K->75K(157248K), 0.0023222 secs] 163535K->23758K(506816K), 0.0024075 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:23.735-0800: 77.063: [GC (Allocation Failure) 2020-10-27T22:14:23.735-0800: 77.063: [DefNew: 139851K->76K(157248K), 0.0021682 secs] 163534K->23759K(506816K), 0.0022669 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:23.831-0800: 77.159: [GC (Allocation Failure) 2020-10-27T22:14:23.831-0800: 77.159: [DefNew: 139852K->55K(157248K), 0.0020988 secs] 163535K->23738K(506816K), 0.0021871 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:23.928-0800: 77.256: [GC (Allocation Failure) 2020-10-27T22:14:23.928-0800: 77.256: [DefNew: 139831K->80K(157248K), 0.0021445 secs] 163514K->23762K(506816K), 0.0022275 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-10-27T22:14:24.022-0800: 77.350: [GC (Allocation Failure) 2020-10-27T22:14:24.022-0800: 77.350: [DefNew: 139856K->65K(157248K), 0.0021881 secs] 163538K->23747K(506816K), 0.0022742 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:24.117-0800: 77.445: [GC (Allocation Failure) 2020-10-27T22:14:24.118-0800: 77.446: [DefNew: 139841K->78K(157248K), 0.0024711 secs] 163523K->23761K(506816K), 0.0025659 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-10-27T22:14:24.547-0800: 77.875: [GC (Allocation Failure) 2020-10-27T22:14:24.547-0800: 77.875: [DefNew: 139854K->79K(157248K), 0.0022235 secs] 163537K->23761K(506816K), 0.0023148 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:24.646-0800: 77.974: [GC (Allocation Failure) 2020-10-27T22:14:24.646-0800: 77.974: [DefNew: 139855K->80K(157248K), 0.0019853 secs] 163537K->23763K(506816K), 0.0021224 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:24.739-0800: 78.067: [GC (Allocation Failure) 2020-10-27T22:14:24.739-0800: 78.067: [DefNew: 139856K->52K(157248K), 0.0021100 secs] 163539K->23735K(506816K), 0.0021979 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-10-27T22:14:24.834-0800: 78.161: [GC (Allocation Failure) 2020-10-27T22:14:24.834-0800: 78.162: [DefNew: 139828K->53K(157248K), 0.0020678 secs] 163511K->23735K(506816K), 0.0021558 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:24.930-0800: 78.258: [GC (Allocation Failure) 2020-10-27T22:14:24.930-0800: 78.258: [DefNew: 139829K->65K(157248K), 0.0022852 secs] 163511K->23747K(506816K), 0.0023746 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:25.023-0800: 78.351: [GC (Allocation Failure) 2020-10-27T22:14:25.023-0800: 78.351: [DefNew: 139841K->77K(157248K), 0.0020207 secs] 163523K->23760K(506816K), 0.0021004 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:25.116-0800: 78.444: [GC (Allocation Failure) 2020-10-27T22:14:25.116-0800: 78.444: [DefNew: 139853K->82K(157248K), 0.0022326 secs] 163536K->23765K(506816K), 0.0023220 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:25.209-0800: 78.536: [GC (Allocation Failure) 2020-10-27T22:14:25.209-0800: 78.537: [DefNew: 139858K->66K(157248K), 0.0023529 secs] 163541K->23748K(506816K), 0.0024406 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-10-27T22:14:25.305-0800: 78.633: [GC (Allocation Failure) 2020-10-27T22:14:25.305-0800: 78.633: [DefNew: 139842K->76K(157248K), 0.0023440 secs] 163524K->23758K(506816K), 0.0024355 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:25.398-0800: 78.726: [GC (Allocation Failure) 2020-10-27T22:14:25.398-0800: 78.726: [DefNew: 139852K->78K(157248K), 0.0022711 secs] 163534K->23761K(506816K), 0.0023649 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-10-27T22:14:25.849-0800: 79.177: [GC (Allocation Failure) 2020-10-27T22:14:25.849-0800: 79.177: [DefNew: 139854K->75K(157248K), 0.0020506 secs] 163537K->23758K(506816K), 0.0021542 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-10-27T22:14:25.944-0800: 79.272: [GC (Allocation Failure) 2020-10-27T22:14:25.944-0800: 79.272: [DefNew: 139851K->71K(157248K), 0.0020872 secs] 163534K->23753K(506816K), 0.0021682 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:26.044-0800: 79.371: [GC (Allocation Failure) 2020-10-27T22:14:26.044-0800: 79.372: [DefNew: 139847K->58K(157248K), 0.0020888 secs] 163529K->23740K(506816K), 0.0021777 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:26.146-0800: 79.474: [GC (Allocation Failure) 2020-10-27T22:14:26.146-0800: 79.474: [DefNew: 139834K->73K(157248K), 0.0022164 secs] 163516K->23756K(506816K), 0.0023010 secs] [Times: user=0.00 sys=0.01, real=0.00 secs] 
2020-10-27T22:14:26.253-0800: 79.580: [GC (Allocation Failure) 2020-10-27T22:14:26.253-0800: 79.581: [DefNew: 139849K->67K(157248K), 0.0025079 secs] 163532K->23750K(506816K), 0.0026138 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:26.396-0800: 79.724: [GC (Allocation Failure) 2020-10-27T22:14:26.396-0800: 79.724: [DefNew: 139843K->80K(157248K), 0.0022224 secs] 163526K->23762K(506816K), 0.0023160 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:26.532-0800: 79.860: [GC (Allocation Failure) 2020-10-27T22:14:26.532-0800: 79.860: [DefNew: 139856K->72K(157248K), 0.0021541 secs] 163538K->23755K(506816K), 0.0022416 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:26.665-0800: 79.993: [GC (Allocation Failure) 2020-10-27T22:14:26.665-0800: 79.993: [DefNew: 139848K->64K(157248K), 0.0021987 secs] 163531K->23747K(506816K), 0.0023097 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:26.791-0800: 80.119: [GC (Allocation Failure) 2020-10-27T22:14:26.791-0800: 80.119: [DefNew: 139840K->65K(157248K), 0.0025518 secs] 163523K->23748K(506816K), 0.0026739 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:31.498-0800: 84.826: [GC (Allocation Failure) 2020-10-27T22:14:31.498-0800: 84.826: [DefNew: 139841K->55K(157248K), 0.0021759 secs] 163524K->23738K(506816K), 0.0022597 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-10-27T22:14:31.591-0800: 84.919: [GC (Allocation Failure) 2020-10-27T22:14:31.591-0800: 84.919: [DefNew: 139831K->60K(157248K), 0.0021605 secs] 163514K->23742K(506816K), 0.0022505 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:31.688-0800: 85.016: [GC (Allocation Failure) 2020-10-27T22:14:31.688-0800: 85.016: [DefNew: 139836K->80K(157248K), 0.0024420 secs] 163518K->23762K(506816K), 0.0025394 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-10-27T22:14:31.785-0800: 85.113: [GC (Allocation Failure) 2020-10-27T22:14:31.785-0800: 85.113: [DefNew: 139856K->62K(157248K), 0.0021583 secs] 163538K->23745K(506816K), 0.0022472 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:31.877-0800: 85.205: [GC (Allocation Failure) 2020-10-27T22:14:31.877-0800: 85.205: [DefNew: 139838K->91K(157248K), 0.0020982 secs] 163521K->23773K(506816K), 0.0021778 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-10-27T22:14:31.969-0800: 85.297: [GC (Allocation Failure) 2020-10-27T22:14:31.969-0800: 85.297: [DefNew: 139867K->76K(157248K), 0.0023253 secs] 163549K->23759K(506816K), 0.0024208 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-10-27T22:14:32.062-0800: 85.390: [GC (Allocation Failure) 2020-10-27T22:14:32.062-0800: 85.390: [DefNew: 139852K->73K(157248K), 0.0024072 secs] 163535K->23756K(506816K), 0.0024951 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:32.156-0800: 85.484: [GC (Allocation Failure) 2020-10-27T22:14:32.156-0800: 85.484: [DefNew: 139849K->73K(157248K), 0.0021562 secs] 163532K->23756K(506816K), 0.0022475 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:32.249-0800: 85.577: [GC (Allocation Failure) 2020-10-27T22:14:32.249-0800: 85.577: [DefNew: 139849K->72K(157248K), 0.0022159 secs] 163532K->23755K(506816K), 0.0023121 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-10-27T22:14:32.346-0800: 85.674: [GC (Allocation Failure) 2020-10-27T22:14:32.346-0800: 85.674: [DefNew: 139848K->63K(157248K), 0.0020806 secs] 163531K->23746K(506816K), 0.0021679 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:32.446-0800: 85.774: [GC (Allocation Failure) 2020-10-27T22:14:32.446-0800: 85.774: [DefNew: 139839K->61K(157248K), 0.0021154 secs] 163522K->23744K(506816K), 0.0022187 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:32.551-0800: 85.879: [GC (Allocation Failure) 2020-10-27T22:14:32.551-0800: 85.879: [DefNew: 139837K->58K(157248K), 0.0021981 secs] 163520K->23740K(506816K), 0.0023466 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:32.647-0800: 85.974: [GC (Allocation Failure) 2020-10-27T22:14:32.647-0800: 85.974: [DefNew: 139834K->106K(157248K), 0.0021676 secs] 163516K->23789K(506816K), 0.0022602 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:32.740-0800: 86.068: [GC (Allocation Failure) 2020-10-27T22:14:32.740-0800: 86.068: [DefNew: 139882K->79K(157248K), 0.0022215 secs] 163565K->23762K(506816K), 0.0023177 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:32.860-0800: 86.188: [GC (Allocation Failure) 2020-10-27T22:14:32.860-0800: 86.188: [DefNew: 139855K->64K(157248K), 0.0024886 secs] 163538K->23747K(506816K), 0.0025848 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:32.968-0800: 86.296: [GC (Allocation Failure) 2020-10-27T22:14:32.968-0800: 86.296: [DefNew: 139840K->68K(157248K), 0.0020436 secs] 163523K->23751K(506816K), 0.0021741 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-10-27T22:14:33.065-0800: 86.393: [GC (Allocation Failure) 2020-10-27T22:14:33.065-0800: 86.393: [DefNew: 139844K->67K(157248K), 0.0020475 secs] 163527K->23750K(506816K), 0.0021263 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:33.158-0800: 86.486: [GC (Allocation Failure) 2020-10-27T22:14:33.158-0800: 86.486: [DefNew: 139843K->76K(157248K), 0.0022613 secs] 163526K->23759K(506816K), 0.0023641 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-10-27T22:14:33.254-0800: 86.582: [GC (Allocation Failure) 2020-10-27T22:14:33.255-0800: 86.582: [DefNew: 139852K->79K(157248K), 0.0031583 secs] 163535K->23762K(506816K), 0.0032580 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:33.348-0800: 86.675: [GC (Allocation Failure) 2020-10-27T22:14:33.348-0800: 86.676: [DefNew: 139855K->85K(157248K), 0.0021771 secs] 163538K->23769K(506816K), 0.0022618 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-10-27T22:14:33.959-0800: 87.287: [GC (Allocation Failure) 2020-10-27T22:14:33.959-0800: 87.287: [DefNew: 139861K->66K(157248K), 0.0020572 secs] 163545K->23749K(506816K), 0.0021574 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-10-27T22:14:34.055-0800: 87.383: [GC (Allocation Failure) 2020-10-27T22:14:34.055-0800: 87.383: [DefNew: 139842K->73K(157248K), 0.0033456 secs] 163525K->23756K(506816K), 0.0035352 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:34.159-0800: 87.487: [GC (Allocation Failure) 2020-10-27T22:14:34.159-0800: 87.487: [DefNew: 139849K->93K(157248K), 0.0020458 secs] 163532K->23776K(506816K), 0.0021239 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-10-27T22:14:34.263-0800: 87.591: [GC (Allocation Failure) 2020-10-27T22:14:34.263-0800: 87.591: [DefNew: 139869K->67K(157248K), 0.0029638 secs] 163552K->23750K(506816K), 0.0031521 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:34.368-0800: 87.696: [GC (Allocation Failure) 2020-10-27T22:14:34.368-0800: 87.696: [DefNew: 139843K->89K(157248K), 0.0022736 secs] 163526K->23772K(506816K), 0.0023637 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-10-27T22:14:34.473-0800: 87.801: [GC (Allocation Failure) 2020-10-27T22:14:34.473-0800: 87.801: [DefNew: 139865K->73K(157248K), 0.0021882 secs] 163548K->23756K(506816K), 0.0022788 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:34.570-0800: 87.898: [GC (Allocation Failure) 2020-10-27T22:14:34.570-0800: 87.898: [DefNew: 139849K->54K(157248K), 0.0020590 secs] 163532K->23738K(506816K), 0.0021580 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:34.663-0800: 87.991: [GC (Allocation Failure) 2020-10-27T22:14:34.663-0800: 87.991: [DefNew: 139830K->73K(157248K), 0.0024443 secs] 163514K->23756K(506816K), 0.0025431 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:34.759-0800: 88.087: [GC (Allocation Failure) 2020-10-27T22:14:34.759-0800: 88.087: [DefNew: 139849K->61K(157248K), 0.0026335 secs] 163532K->23744K(506816K), 0.0028209 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-10-27T22:14:34.858-0800: 88.186: [GC (Allocation Failure) 2020-10-27T22:14:34.858-0800: 88.186: [DefNew: 139837K->52K(157248K), 0.0018969 secs] 163520K->23735K(506816K), 0.0019715 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-10-27T22:14:35.184-0800: 88.512: [GC (Allocation Failure) 2020-10-27T22:14:35.184-0800: 88.512: [DefNew: 139828K->67K(157248K), 0.0019444 secs] 163511K->23751K(506816K), 0.0020159 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:35.277-0800: 88.605: [GC (Allocation Failure) 2020-10-27T22:14:35.278-0800: 88.605: [DefNew: 139843K->72K(157248K), 0.0030968 secs] 163527K->23756K(506816K), 0.0032780 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-10-27T22:14:35.382-0800: 88.710: [GC (Allocation Failure) 2020-10-27T22:14:35.382-0800: 88.710: [DefNew: 139848K->63K(157248K), 0.0021112 secs] 163532K->23746K(506816K), 0.0022039 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:35.482-0800: 88.810: [GC (Allocation Failure) 2020-10-27T22:14:35.482-0800: 88.810: [DefNew: 139839K->84K(157248K), 0.0020602 secs] 163522K->23767K(506816K), 0.0021395 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:35.629-0800: 88.957: [GC (Allocation Failure) 2020-10-27T22:14:35.629-0800: 88.957: [DefNew: 139860K->70K(157248K), 0.0022835 secs] 163543K->23753K(506816K), 0.0023955 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-10-27T22:14:35.771-0800: 89.099: [GC (Allocation Failure) 2020-10-27T22:14:35.771-0800: 89.099: [DefNew: 139846K->68K(157248K), 0.0031098 secs] 163529K->23752K(506816K), 0.0032769 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:35.897-0800: 89.225: [GC (Allocation Failure) 2020-10-27T22:14:35.897-0800: 89.225: [DefNew: 139844K->55K(157248K), 0.0032879 secs] 163528K->23738K(506816K), 0.0033885 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
Heap
 def new generation   total 157248K, used 44670K [0x00000007a0000000, 0x00000007aaaa0000, 0x00000007aaaa0000)
  eden space 139776K,  31% used [0x00000007a0000000, 0x00000007a2b91be0, 0x00000007a8880000)
  from space 17472K,   0% used [0x00000007a9990000, 0x00000007a999dc38, 0x00000007aaaa0000)
  to   space 17472K,   0% used [0x00000007a8880000, 0x00000007a8880000, 0x00000007a9990000)
 tenured generation   total 349568K, used 23683K [0x00000007aaaa0000, 0x00000007c0000000, 0x00000007c0000000)
   the space 349568K,   6% used [0x00000007aaaa0000, 0x00000007ac1c0dc0, 0x00000007ac1c0e00, 0x00000007c0000000)
 Metaspace       used 36691K, capacity 38700K, committed 39088K, reserved 1083392K
  class space    used 4591K, capacity 4933K, committed 5040K, reserved 1048576K
